Local Time (Timezone : GMT+8h),Chilled Water Rate (L/sec),Cooling Water Temperature (C),Building Load (RT),Chiller Energy Consumption (kWh),Outside Temperature (F),Dew Point (F),Humidity (%),Wind Speed (mph),Pressure (in)
8/25/2019 13:00,99.4,32.5,587.7,132.6,88,75,66,7,29.8
8/25/2019 13:30,97.8,31.3,562.6,120.7,86,73,66,9,29.8
8/25/2019 14:00,97.3,30.9,559.6,117.6,79,75,89,7,29.8
8/25/2019 14:30,96.2,30.6,552,114.1,79,75,89,3,29.8
8/25/2019 15:00,95.8,30.5,545.8,112.8,81,75,84,2,29.77
8/25/2019 15:30,95.8,30.7,547.3,114,81,73,79,3,29.77
8/25/2019 16:00,96,31.1,549.7,116.5,82,73,74,3,29.77
8/25/2019 16:30,95.4,31.2,545.7,116.9,84,73,70,6,29.74
8/25/2019 17:00,94.4,31.1,539,114.1,84,73,70,5,29.77
8/25/2019 17:30,91.5,30.2,499.7,103.2,84,73,70,5,29.77
8/25/2019 18:00,90.4,30.1,489.6,100.1,84,75,74,2,29.77
8/25/2019 18:30,90.8,30.7,502.5,104.8,84,73,70,3,29.77
8/25/2019 19:00,89.1,30.8,495.7,106.3,84,73,70,2,29.8
8/25/2019 19:30,88.8,30.7,491.2,105.2,84,75,74,5,29.8
8/25/2019 20:00,93.5,31.6,541.6,118.4,84,75,74,6,29.8
8/25/2019 20:30,93,31.5,531.2,115.1,84,77,79,8,29.83
8/25/2019 21:00,93.2,31.6,530.6,114.7,84,77,79,6,29.83
8/25/2019 21:30,93.3,31.6,527.5,115,82,77,84,10,29.83
8/25/2019 22:00,94.3,31.6,531.2,115.1,82,77,84,7,29.86
8/25/2019 22:30,96.7,31.6,539.3,117.2,82,77,84,5,29.86
8/25/2019 23:00,96.9,31.6,534.2,116.1,82,77,84,2,29.86
8/25/2019 23:30,95.9,31.7,531.4,116.6,81,77,89,3,29.86
8/26/2019 0:00,90.9,31.3,508,112.6,81,77,89,3,29.83
8/26/2019 0:30,82.5,30.7,455.2,107.1,81,77,89,2,29.83
8/26/2019 1:00,83.3,30.7,457.6,109,81,77,89,1,29.83
8/26/2019 1:30,83.4,30.6,456.5,105.9,81,77,89,2,29.83
8/26/2019 2:00,83,30.5,455,102,81,77,89,2,29.83
8/26/2019 2:30,82.5,30.4,447.8,105.7,79,79,100,3,29.8
8/26/2019 3:00,83.9,30.3,447.6,104.4,79,77,94,2,29.8
8/26/2019 3:30,87.1,30.5,467.3,102,79,77,94,2,29.8
8/26/2019 4:00,86.5,30.4,458.2,101.9,79,77,94,1,29.8
8/26/2019 4:30,86.4,30.4,457.5,102,79,77,94,2,29.8
8/26/2019 5:00,86.8,30.3,456.4,101.1,79,77,94,2,29.8
8/26/2019 5:30,87.8,30.5,480.9,102,79,77,94,2,29.8
8/26/2019 6:00,87.4,30.3,470.4,102,79,77,94,2,29.8
8/26/2019 6:30,92.2,30.7,525.6,111.4,79,77,94,1,29.83
8/26/2019 7:00,102.2,31.6,587.9,127.9,81,77,89,5,29.83
8/26/2019 7:30,126.7,30.5,759.1,198.5,82,77,84,7,29.83
8/26/2019 8:00,121.3,30.4,708.4,188.3,82,79,89,7,29.86
8/26/2019 8:30,115,30.2,677.4,181.1,82,77,84,9,29.86
8/26/2019 9:00,114,30.5,689.6,185,84,77,79,7,29.86
8/26/2019 9:30,114.7,31.2,706.3,195,86,77,74,8,29.86
8/26/2019 10:00,115.6,31.4,717.2,200.2,86,77,74,10,29.86
8/26/2019 10:30,116.2,31.4,716.7,200.1,88,77,70,13,29.83
8/26/2019 11:00,116,31.3,712.5,198.5,88,75,66,12,29.83
8/26/2019 11:30,116.6,31.4,716.5,199.8,88,75,66,9,29.83
8/26/2019 12:00,116.2,31,703.1,193.7,90,75,62,9,29.8
8/26/2019 12:30,114.5,30.6,676.1,184.1,90,73,59,9,29.8
8/26/2019 13:00,115.4,30.8,687.8,187.3,91,73,55,10,29.77
8/26/2019 13:30,117.9,31.8,725.8,206,90,75,62,10,29.77
8/26/2019 14:00,118.5,31.7,727.3,206.1,91,75,59,10,29.74
8/26/2019 14:30,118.4,32.4,728.2,212.9,90,75,62,10,29.74
8/26/2019 15:00,117.7,32.8,736.4,219,90,77,66,12,29.74
8/26/2019 15:30,116.7,32.1,717.1,208.6,90,77,66,14,29.71
8/26/2019 16:00,116.1,31.7,710.7,202.6,88,77,70,12,29.71
8/26/2019 16:30,114.9,30.6,705.3,189,88,75,66,10,29.71
8/26/2019 17:00,111.8,30.5,673.1,182.7,82,72,70,10,29.74
8/26/2019 17:30,111.5,31,688,190.2,79,72,78,8,29.77
8/26/2019 18:00,109.6,31.1,675.3,188.7,77,73,89,5,29.8
8/26/2019 18:30,105,30.7,650.3,181.4,77,73,89,3,29.8
8/26/2019 19:00,85.3,30.3,553.7,127.4,77,73,89,2,29.8
8/26/2019 19:30,88,30.6,520.6,108.2,77,73,89,2,29.8
8/26/2019 20:00,85.6,29.9,469,104.1,77,73,89,8,29.83
8/26/2019 20:30,88.3,30.1,483.9,102.5,77,73,89,7,29.83
8/26/2019 21:00,88.7,30.1,467.1,104.2,77,73,89,7,29.83
8/26/2019 21:30,88.8,30.3,477.6,105,79,73,83,3,29.83
8/26/2019 22:00,88.7,30.7,517,109.1,79,73,83,2,29.86
8/26/2019 22:30,89.7,30.6,497,106.7,79,73,83,2,29.83
8/26/2019 23:00,89.4,30.1,460.2,104.3,79,73,83,3,29.86
8/26/2019 23:30,89.7,30,457.5,102.4,79,73,83,2,29.86
8/27/2019 0:00,85.5,29.8,439.5,99.7,79,73,83,2,29.83
8/27/2019 0:30,81.7,29.2,404.6,91.7,79,75,89,2,29.83
8/27/2019 1:00,81.3,29.1,400,91,79,75,89,2,29.8
8/27/2019 1:30,80.4,29,396.9,90,79,75,89,3,29.8
8/27/2019 2:00,80.4,29.1,398.8,90.1,79,77,94,2,29.8
8/27/2019 2:30,81.2,29.3,401.2,91.5,79,75,89,1,29.77
8/27/2019 3:00,82.7,29.5,415.2,94.7,79,75,89,1,29.77
8/27/2019 3:30,86.6,29.9,436.7,99.8,79,75,89,1,29.77
8/27/2019 4:00,86.5,29.8,428,98.4,79,75,89,2,29.77
8/27/2019 4:30,85.5,29.6,418.1,95.8,79,73,83,2,29.77
8/27/2019 5:00,86.6,29.9,443.7,99,79,77,94,3,29.8
8/27/2019 5:30,85.4,30.6,466.9,110,79,77,94,3,29.8
8/27/2019 6:00,85.8,30.6,450.6,107.8,79,77,94,2,29.8
8/27/2019 6:30,87.2,30.5,445.3,104.6,79,77,94,3,29.8
8/27/2019 7:00,94,30.9,515.4,112.1,79,77,94,2,29.83
8/27/2019 7:30,112.2,31.2,698.6,190.6,81,77,89,2,29.83
8/27/2019 8:00,98.5,30.9,588.8,148.6,81,77,89,3,29.83
8/27/2019 8:30,111.2,31.2,728.1,197.6,81,77,89,2,29.86
8/27/2019 9:00,89.6,31.1,573.2,134.6,81,77,89,3,29.86
8/27/2019 9:30,112.8,31.2,744.9,201.9,82,77,84,5,29.86
8/27/2019 10:00,111.2,30.9,679,187.2,82,77,84,2,29.86
8/27/2019 11:00,75.2,25.8,55.1,18,82,75,79,7,29.86
8/27/2019 11:30,79.7,28.6,448.6,102,79,75,89,6,29.86
8/27/2019 12:00,114.9,30.4,686,173.4,81,77,89,6,29.83
8/27/2019 12:30,112.3,30.1,672.3,176.1,81,75,84,8,29.83
8/27/2019 13:00,110.4,29.9,656.3,172.9,82,75,79,8,29.8
8/27/2019 13:30,111.2,29.9,638.2,167.7,86,73,66,5,29.77
8/27/2019 14:00,113.2,30,632.6,165.3,84,73,70,9,29.77
8/27/2019 14:30,103.6,29.7,588.2,138.6,84,75,74,9,29.77
8/27/2019 15:00,101.6,30.7,638,151.6,84,75,74,9,29.74
8/27/2019 15:30,117.9,30.2,675.3,168.7,82,73,74,8,29.74
8/27/2019 16:00,95.2,30.7,585.5,134.5,84,72,66,5,29.74
8/27/2019 16:30,119.5,31,753.7,200.2,82,73,74,6,29.74
8/27/2019 17:00,87.8,30.2,538.1,117.4,82,75,79,6,29.74
8/27/2019 17:30,118.8,30.9,729.1,191.4,82,75,79,8,29.74
8/27/2019 18:00,115.6,30.6,654.3,174.2,81,75,84,7,29.74
8/27/2019 18:30,112.9,30.6,645.2,173,81,75,84,6,29.77
8/27/2019 19:00,81.6,31.7,551.3,124.1,81,75,84,6,29.77
8/27/2019 19:30,90.4,30.3,552.8,144.2,81,75,84,1,29.8
8/27/2019 20:00,85.1,32.1,553.6,119.6,81,73,79,2,29.8
8/27/2019 20:30,93.9,31.8,526.8,113.8,81,73,79,2,29.83
8/27/2019 21:00,92.5,31.5,513.3,109.7,81,73,79,2,29.8
8/27/2019 21:30,91.3,31.3,500.8,107.3,81,73,79,2,29.83
8/27/2019 22:00,92.2,30.8,497.7,103.7,81,73,79,3,29.83
8/27/2019 22:30,93.1,30.9,491.3,103.2,81,73,79,2,29.86
8/27/2019 23:00,92.1,30.9,483.8,102,81,73,79,5,29.86
8/27/2019 23:30,92,30.7,477,99.9,81,75,84,5,29.86
8/28/2019 0:00,88.4,30.5,461.1,97,81,75,84,5,29.86
8/28/2019 0:30,84.3,30.1,427.4,90,81,75,84,3,29.86
8/28/2019 1:00,83.5,30.1,422.4,90,81,75,84,3,29.83
8/28/2019 1:30,83.8,30.2,424.6,90,79,75,89,1,29.83
8/28/2019 2:00,83.9,30.3,426.5,91.8,79,75,89,2,29.83
8/28/2019 2:30,84.1,30.5,430.3,93,79,75,89,2,29.8
8/28/2019 3:00,85.7,30.4,432.3,92.2,79,75,89,2,29.8
8/28/2019 3:30,88.3,30.9,454.1,96.2,79,75,89,2,29.8
8/28/2019 4:00,88.7,30.9,450.4,96,81,77,89,3,29.8
8/28/2019 4:30,88.6,30.9,448.7,96.1,79,75,89,2,29.83
8/28/2019 5:00,89.1,31,453.2,97.3,79,75,89,2,29.83
8/28/2019 5:30,87.3,31.2,468.6,100,79,75,89,2,29.83
8/28/2019 6:00,87.2,31,464.8,98.9,79,75,89,1,29.8
8/28/2019 6:30,86.3,30.9,461.1,97.8,77,75,94,2,29.8
8/28/2019 7:00,91.9,31.4,523.1,111.3,79,75,89,2,29.83
8/28/2019 7:30,113.7,29.6,658.9,169.2,79,75,89,2,29.83
8/28/2019 8:00,92.3,29.5,571,121.9,79,75,89,5,29.86
8/28/2019 8:30,94.9,30.7,591.4,122.5,81,73,79,8,29.86
8/28/2019 9:00,102,30.3,554.1,112.3,81,72,74,6,29.89
8/28/2019 9:30,97.5,29.8,538.2,124.3,81,72,74,5,29.86
8/28/2019 10:00,97.7,29.1,614.3,149.8,81,72,74,3,29.86
8/28/2019 10:30,87.4,31.4,605.3,129.8,81,72,74,3,29.89
8/28/2019 11:00,102.7,31.6,601.8,130.2,81,73,79,5,29.89
8/28/2019 11:30,104.8,31.1,576.6,119,81,73,79,5,29.89
8/28/2019 12:00,106,30.9,588,120.8,81,73,79,2,29.86
8/28/2019 12:30,107.6,31,574.4,116.7,81,75,84,1,29.86
8/28/2019 13:00,110.1,31.3,597.4,123.3,81,75,84,1,29.83
8/28/2019 13:30,110.8,30.9,586.2,118.9,81,73,79,3,29.83
8/28/2019 14:00,110.6,31.2,590.2,121.4,81,75,84,5,29.8
8/28/2019 14:30,111.5,31.2,598.4,123.5,81,75,84,6,29.8
8/28/2019 15:00,111.3,31.4,589.6,122.2,82,73,74,5,29.77
8/28/2019 15:30,111.1,32.1,612.9,131,81,73,79,7,29.77
8/28/2019 16:00,111.3,32.5,621.6,134.6,81,75,84,6,29.77
8/28/2019 16:30,111.9,32.8,632.9,138.2,82,75,79,5,29.77
8/28/2019 17:00,107.6,31.9,578.7,143.4,82,75,79,6,29.77
8/28/2019 17:30,113.8,31.3,724.1,193.4,82,75,79,6,29.8
8/28/2019 18:00,83.1,31.9,576.5,124.4,82,75,79,5,29.8
8/28/2019 18:30,109.2,31.1,666.8,181.5,82,75,79,6,29.8
8/28/2019 19:00,82.7,31.6,549.2,117,82,75,79,7,29.8
8/28/2019 19:30,96.2,32,551.2,115.7,82,75,79,9,29.8
8/28/2019 20:00,100.2,31.8,531.9,111.7,81,75,84,13,29.83
8/28/2019 20:30,94.5,31.5,505.6,110.9,81,75,84,10,29.83
8/28/2019 21:00,94.3,31.4,503.9,108,81,75,84,7,29.83
8/28/2019 21:30,93.7,31.6,498.4,116.5,81,75,84,9,29.83
8/28/2019 22:00,94.6,31.6,501.9,114.8,81,75,84,9,29.83
8/28/2019 22:30,95.7,31.4,493.5,113.1,81,75,84,9,29.86
8/28/2019 23:00,94.8,31.4,485.5,114.4,81,75,84,8,29.86
8/28/2019 23:30,95.1,31.1,478.7,111.6,81,75,84,8,29.86
8/29/2019 0:00,91.3,30.7,451.7,105.7,81,75,84,8,29.86
8/29/2019 0:30,86.9,30.7,431.9,102.2,81,75,84,7,29.86
8/29/2019 1:00,86.9,30.9,439.5,105,81,75,84,5,29.83
8/29/2019 1:30,87.3,30.8,437.5,105,81,75,84,3,29.86
8/29/2019 2:00,86.7,30.8,430.7,104.3,81,75,84,6,29.83
8/29/2019 2:30,86.9,30.8,435.2,104.5,81,75,84,3,29.83
8/29/2019 3:00,89.2,31,443.9,106.6,81,75,84,7,29.8
8/29/2019 3:30,91.3,30.9,447.6,106.8,81,75,84,5,29.8
8/29/2019 4:00,89.7,29.6,409.9,94.2,81,77,89,5,29.8
8/29/2019 4:30,88.1,29,395.1,88.8,81,77,89,3,29.8
8/29/2019 5:00,88.4,29.1,397.3,89.9,81,77,89,3,29.8
8/29/2019 5:30,89.8,29.8,428.3,96.5,81,75,84,5,29.8
8/29/2019 6:00,90.3,30.4,440.5,102.6,81,77,89,6,29.8
8/29/2019 6:30,90,30.8,448.5,106.1,81,75,84,7,29.8
8/29/2019 7:00,94.3,31.2,502.9,112.8,81,77,89,9,29.8
8/29/2019 7:30,117.4,31.2,661.2,183.7,82,77,84,10,29.83
8/29/2019 8:00,118.1,31.1,649.3,175.2,82,75,79,9,29.83
8/29/2019 8:30,113.6,31.1,654.1,177.5,84,75,74,10,29.83
8/29/2019 9:00,101.9,31.1,593.9,154.4,84,75,74,10,29.86
8/29/2019 9:30,96.9,32.5,656.9,172.2,84,75,74,9,29.83
8/29/2019 10:00,113.8,31.9,672.5,189.7,86,75,70,10,29.86
8/29/2019 10:30,113.6,31.8,675.2,188.6,88,75,66,9,29.83
8/29/2019 11:00,113.6,31.7,660.7,185.4,88,73,62,10,29.83
8/29/2019 11:30,113.9,32,681.1,191.3,88,73,62,13,29.83
8/29/2019 12:00,113.1,32.1,671.9,191.7,90,75,62,13,29.8
8/29/2019 12:30,114,32.4,685.8,197.1,90,73,59,14,29.8
8/29/2019 13:00,114.4,32.1,677.9,193,88,73,62,10,29.77
8/29/2019 13:30,113.8,32.2,704.1,202.1,90,75,62,10,29.77
8/29/2019 14:00,113.6,31.3,676.5,186.1,90,75,62,12,29.74
8/29/2019 14:30,115.7,31.7,690.8,190.3,90,75,62,13,29.74
8/29/2019 15:00,116.2,31.9,713.3,196.4,90,75,62,13,29.71
8/29/2019 15:30,116.3,31.8,702.9,193.5,88,75,66,7,29.71
8/29/2019 16:00,116.3,31.5,699.1,188.4,86,77,74,15,29.71
8/29/2019 16:30,115.9,31,676.7,179.6,86,77,74,14,29.71
8/29/2019 17:00,115.3,30.8,675.2,178.4,86,77,74,14,29.71
8/29/2019 17:30,114.4,30.6,657.7,172.8,86,77,74,14,29.71
8/29/2019 18:00,111.9,31.3,645.4,176.5,86,77,74,14,29.74
8/29/2019 18:30,90.4,31.7,593.4,137.2,84,75,74,12,29.74
8/29/2019 19:00,108.3,32.1,698.7,192.7,84,77,79,10,29.74
8/29/2019 19:30,85,31.7,527,111.8,84,77,79,14,29.77
8/29/2019 20:00,96.2,31.1,514.5,105.6,82,75,79,13,29.77
8/29/2019 20:30,93.8,30.9,494,100.6,82,77,84,12,29.77
8/29/2019 21:00,94,31.4,498.7,105,84,75,74,13,29.8
8/29/2019 21:30,92.5,31.6,492,106,82,75,79,9,29.8
8/29/2019 22:00,94.5,31.9,509.7,109.4,82,75,79,9,29.8
8/29/2019 22:30,97.4,32.2,521.9,111.8,82,75,79,9,29.8
8/29/2019 23:00,96.8,31.9,510.9,109.1,82,75,79,9,29.83
8/29/2019 23:30,96.6,31.8,512.2,107.8,82,77,84,9,29.83
8/30/2019 0:00,94.6,31.7,495.6,107,82,77,84,7,29.83
8/30/2019 0:30,88.2,31.1,448.2,107.4,82,77,84,9,29.8
8/30/2019 1:00,87.8,31,448.4,106.2,82,77,84,8,29.8
8/30/2019 1:30,87.3,30.9,446.6,105,82,77,84,5,29.8
8/30/2019 2:00,87.6,31,447.4,105.1,82,77,84,5,29.77
8/30/2019 2:30,87.3,31,444.2,105.1,82,77,84,6,29.77
8/30/2019 3:00,89.4,31.2,455.5,106.4,82,77,84,9,29.74
8/30/2019 3:30,92.2,31.4,471.1,103.8,82,77,84,10,29.74
8/30/2019 4:00,91.7,31,453.5,99.5,82,77,84,7,29.74
8/30/2019 4:30,91.8,31.3,459.3,104.4,82,77,84,8,29.77
8/30/2019 5:00,91.7,31.3,458.1,102.7,81,77,89,3,29.77
8/30/2019 5:30,92.6,30.8,472.1,98.9,81,77,89,3,29.77
8/30/2019 6:00,92.7,31.5,482.2,105.4,82,77,84,6,29.77
8/30/2019 6:30,92.9,32,492.6,109.3,82,75,79,7,29.77
8/30/2019 7:00,95.5,32.2,529.8,116.3,82,75,79,6,29.8
8/30/2019 7:30,119.6,31,700.1,183.2,82,73,74,5,29.83
8/30/2019 8:00,114.4,30.2,643.7,165.1,81,75,84,5,29.83
8/30/2019 8:30,110.4,30.7,651.5,172.1,84,77,79,3,29.83
8/30/2019 9:00,108.3,30.9,650.6,175.8,84,77,79,9,29.83
8/30/2019 9:30,110.4,30.8,635.8,171,84,75,74,15,29.83
8/30/2019 10:00,86.7,31.6,561.2,125.5,84,75,74,16,29.83
8/30/2019 10:30,116.3,31.3,729.1,191.2,86,75,70,15,29.8
8/30/2019 11:00,114.1,30.7,659.9,174.4,86,73,66,14,29.8
8/30/2019 11:30,113.1,30.8,652.6,174.9,86,75,70,14,29.8
8/30/2019 12:00,113.6,30.9,642.7,173.8,86,73,66,14,29.77
8/30/2019 12:30,113,30.8,648.9,174,86,70,58,13,29.77
8/30/2019 13:00,90.7,31.6,596.2,141.2,88,72,58,15,29.77
8/30/2019 13:30,114.5,31.4,692.7,189.2,88,70,55,15,29.74
8/30/2019 14:00,94.4,30.9,579.9,134,88,72,58,14,29.71
8/30/2019 14:30,102.5,31.7,683.6,159.8,88,72,58,12,29.71
8/30/2019 15:00,114.9,30.9,665.3,178.6,88,70,55,10,29.71
8/30/2019 15:30,89.2,31.2,576.3,127.1,88,72,58,10,29.71
8/30/2019 16:00,110,31.5,682.1,184.6,88,73,62,8,29.68
8/30/2019 16:30,114.3,30.8,639.2,172.2,86,72,62,7,29.68
8/30/2019 17:00,114.2,30.6,636.3,168.4,86,73,66,9,29.68
8/30/2019 17:30,113.6,30.6,636.3,169.4,86,73,66,9,29.68
8/30/2019 18:00,98.6,30.5,582,138,86,72,62,12,29.71
8/30/2019 18:30,90.7,31.9,611.8,136.6,84,72,66,12,29.71
8/30/2019 19:00,102.2,30.4,643.9,170.5,84,72,66,13,29.71
8/30/2019 19:30,82.7,30.1,502,101.5,84,73,70,12,29.71
8/30/2019 20:00,90.5,29.9,460.5,94.2,84,73,70,10,29.74
8/30/2019 20:30,89,29.1,445.4,85.3,84,73,70,10,29.77
8/30/2019 21:00,88.8,29.1,440,84.1,84,73,70,9,29.77
8/30/2019 21:30,88,29.1,429.4,82.1,82,73,74,8,29.77
8/30/2019 22:00,90.3,29.5,447.1,87.1,82,73,74,9,29.8
8/30/2019 22:30,92.5,29.7,449.5,89.1,82,73,74,7,29.8
8/30/2019 23:00,92.8,29.7,451.4,88.5,82,75,79,8,29.8
8/30/2019 23:30,92.2,29.6,443.2,87.4,82,75,79,10,29.8
8/31/2019 0:00,88.2,29.5,423.4,84.6,82,75,79,7,29.77
8/31/2019 0:30,84.5,29.1,398.6,81,82,75,79,7,29.77
8/31/2019 1:00,84.4,29.1,397.3,80,82,75,79,7,29.77
8/31/2019 1:30,84.1,29,396.9,80.3,81,75,84,8,29.77
8/31/2019 2:00,83.4,29,391.1,79.6,81,75,84,8,29.74
8/31/2019 2:30,83.8,29.3,394,81.2,81,75,84,8,29.74
8/31/2019 3:00,86.8,29.8,414,84.9,81,75,84,8,29.74
8/31/2019 3:30,89.5,30.2,427.5,87.6,81,75,84,8,29.74
8/31/2019 4:00,89.4,30.1,424.2,87,81,75,84,8,29.71
8/31/2019 4:30,89.1,30,422,85.5,82,75,79,12,29.71
8/31/2019 5:00,87,30,416.2,86.7,82,75,79,10,29.74
8/31/2019 5:30,84.9,30,407.3,92.8,82,75,79,8,29.74
8/31/2019 6:00,85.2,30.2,416.9,94.9,82,75,79,8,29.74
8/31/2019 6:30,85.5,30.3,420.1,96,82,75,79,8,29.74
8/31/2019 7:00,86.4,30.3,424.8,96.4,81,75,84,6,29.74
8/31/2019 7:30,101.8,32.3,590.6,133,82,75,79,9,29.77
8/31/2019 8:00,97,31.9,545.3,120.1,82,75,79,8,29.77
8/31/2019 8:30,99.1,32.4,582.7,131.1,82,75,79,8,29.8
8/31/2019 9:00,100.5,32.4,579.9,131.6,82,75,79,9,29.8
8/31/2019 9:30,97.2,31.8,549.9,120.7,84,73,70,9,29.8
8/31/2019 10:00,95.7,31.3,536.3,115.7,86,73,66,13,29.8
8/31/2019 10:30,95.9,31.6,545,119.6,86,72,62,13,29.8
8/31/2019 11:00,96.7,32,556.4,122.7,88,72,58,14,29.8
8/31/2019 11:30,98.7,32.1,571.1,127.4,90,73,59,13,29.8
8/31/2019 12:00,98.2,32,563.5,126,88,72,58,13,29.77
8/31/2019 12:30,96.5,31.6,540.9,118.6,88,72,58,13,29.77
8/31/2019 13:00,94,30.9,510.7,109.5,90,70,52,13,29.77
8/31/2019 13:30,91,29.7,475.5,96.8,88,70,55,14,29.74
8/31/2019 14:00,97.6,30.7,533.9,110.8,90,70,52,13,29.74
8/31/2019 14:30,98.1,31.2,538.8,116,90,68,49,14,29.71
8/31/2019 15:00,97,31,529.7,112.8,90,66,46,13,29.71
8/31/2019 15:30,96.6,30.9,527.1,111.8,90,63,40,14,29.71
8/31/2019 16:00,97,30.9,530.5,112.8,90,66,46,14,29.71
8/31/2019 16:30,96.2,31.1,526.4,113.6,88,66,49,14,29.71
8/31/2019 17:00,95.4,31,522.4,111.9,88,66,49,15,29.71
8/31/2019 17:30,94.7,30.9,521.4,110.9,88,68,52,13,29.71
8/31/2019 18:00,95,31,526.3,111.6,86,70,58,14,29.74
8/31/2019 18:30,93.8,31,517.8,111.2,86,70,58,13,29.74
8/31/2019 19:00,91,30.8,504,106.7,84,72,66,13,29.74
8/31/2019 19:30,87.2,30.6,478.8,102.2,84,72,66,14,29.74
8/31/2019 20:00,86,30.3,465.3,97.4,84,70,62,12,29.74
8/31/2019 20:30,86,30.1,461.2,96.2,84,72,66,10,29.77
8/31/2019 21:00,85.8,30.1,458.4,95.9,84,72,66,13,29.77
8/31/2019 21:30,85.3,30.1,455.1,95.5,82,72,70,9,29.77
8/31/2019 22:00,86.3,30,458.6,95,82,72,70,8,29.8
8/31/2019 22:30,89.1,30.4,467.3,99.7,82,73,74,12,29.8
8/31/2019 23:00,88.8,30.3,463.6,97.8,82,73,74,10,29.8
8/31/2019 23:30,88.9,30.3,464.9,97.4,82,73,74,9,29.8
9/1/2019 0:00,86,30.1,444.1,95.7,82,73,74,9,29.8
9/1/2019 0:30,81.5,29.6,413.2,95.8,82,72,70,10,29.8
9/1/2019 1:00,82,30,424.4,99.5,82,72,70,7,29.8
9/1/2019 1:30,82,29.9,423.1,99.3,81,72,74,5,29.8
9/1/2019 2:00,81.8,29.8,420.2,97.8,81,72,74,5,29.8
9/1/2019 2:30,80.9,29.6,408.9,95.6,82,73,74,6,29.8
9/1/2019 3:00,82.7,29.5,418,95,81,73,79,2,29.8
9/1/2019 3:30,85.1,29.6,426.2,89.8,81,73,79,5,29.77
9/1/2019 4:00,84.6,29.5,417,88,81,73,79,5,29.77
9/1/2019 4:30,84.3,29,406,84.8,81,73,79,2,29.77
9/1/2019 5:00,82.2,28.7,395,84.1,81,73,79,2,29.77
9/1/2019 5:30,79.3,28.6,383,86.9,81,73,79,2,29.77
9/1/2019 6:00,79.7,28.9,391.2,89.4,81,73,79,2,29.77
9/1/2019 6:30,79.8,29.1,399.6,91.2,81,75,84,3,29.8
9/1/2019 7:00,82.9,29.5,421.9,94,81,75,84,3,29.8
9/1/2019 7:30,91.6,30.7,496.1,104.5,82,75,79,8,29.8
9/1/2019 8:00,91.1,31.3,507.5,110.5,84,75,74,9,29.83
9/1/2019 8:30,90,31.6,512.4,112.5,84,75,74,9,29.83
9/1/2019 9:00,92.8,32.2,537.4,120.2,84,75,74,9,29.83
9/1/2019 9:30,96.5,32.9,575.7,132.1,86,75,70,12,29.83
9/1/2019 10:00,97.6,33.1,584.3,135.6,86,75,70,9,29.83
9/1/2019 10:30,98.2,33.4,586.6,137.1,88,75,66,8,29.83
9/1/2019 11:00,98.1,33.5,588.8,138.9,90,75,62,7,29.83
9/1/2019 11:30,97.5,33.4,580.8,136.7,88,73,62,8,29.83
9/1/2019 12:00,96.8,33.4,577.2,135.3,90,75,62,8,29.8
9/1/2019 12:30,97,33.3,576.7,134.6,90,75,62,8,29.8
9/1/2019 13:00,96.9,33.4,578.2,135.4,88,73,62,8,29.77
9/1/2019 13:30,97.8,33.7,593.2,140.6,90,73,59,7,29.77
9/1/2019 14:00,98,33.7,595.2,141.7,90,73,59,5,29.77
9/1/2019 14:30,96.7,33.1,576,133.6,90,73,59,6,29.77
9/1/2019 15:00,96.2,32.9,569.6,131.2,90,75,62,8,29.74
9/1/2019 15:30,96.2,32.9,575,131.8,90,73,59,7,29.74
9/1/2019 16:00,96.9,33.2,578.6,134.2,90,73,59,7,29.74
9/1/2019 16:30,95.9,32.8,568.3,130.1,88,72,58,5,29.74
9/1/2019 17:00,94.6,32.2,550.6,123.8,88,73,62,7,29.74
9/1/2019 17:30,91.8,30.9,505.1,108.4,88,75,66,8,29.74
9/1/2019 18:00,90.7,30.6,495.5,104.9,88,73,62,9,29.74
9/1/2019 18:30,89.9,30.3,487.7,101.8,86,73,66,9,29.77
9/1/2019 19:00,88.7,30.8,484.5,102.9,86,75,70,9,29.77
9/1/2019 19:30,88,31,484.6,103.6,84,77,79,8,29.77
9/1/2019 20:00,89.9,32.1,513,114.8,84,77,79,10,29.8
9/1/2019 20:30,90.3,32.3,520.2,117.1,84,77,79,10,29.8
9/1/2019 21:00,90.5,32.6,530,120.7,84,77,79,12,29.8
9/1/2019 21:30,91,32.9,536.7,123.3,84,77,79,10,29.8
9/1/2019 22:00,92.5,33.1,549,126.8,84,75,74,10,29.83
9/1/2019 22:30,95.2,33.1,552.6,128.8,84,75,74,10,29.83
9/1/2019 23:00,94.9,32.9,546.2,126,82,75,79,8,29.83
9/1/2019 23:30,94.4,32.7,540.9,123.5,82,73,74,9,29.8
9/2/2019 0:00,89.8,32.4,506.5,117,82,73,74,9,29.8
9/2/2019 0:30,84.4,31.8,471.4,107.9,82,72,70,10,29.8
9/2/2019 1:00,84.8,31.7,471,105.4,82,72,70,7,29.8
9/2/2019 1:30,84.6,31.5,468,104.2,81,72,74,5,29.8
9/2/2019 2:00,83.8,31.4,456.5,103.9,81,72,74,5,29.8
9/2/2019 2:30,84.2,31.5,463.2,105,82,73,74,6,29.8
9/2/2019 3:00,86.8,31.6,478.1,106.5,81,73,79,2,29.8
